sp_name	accession	date	length	country	coord	marker	Latitude	Longitude	gen_dist
Cistus_ladanifer	ON684577.1	21-AUG-2022	1524	Portugal: Vila Nova de Mil Fontes, Odemira, Beja	primary	matK	37.715	-8.78361	0.000788384724965438
Cistus_ladanifer	ON684572.1	21-AUG-2022	1524	Portugal: Sao Lourenco, Parque Natural da Arrabida, Setubal	primary	matK	38.49277	-9.02861	0.000788384724965438
Cistus_ladanifer	FJ225844.1	13-OCT-2008	1310	Portugal: Cabo Sardao	secondary	matK	37.5986309	-8.8161381	0.000374032829152281
Cistus_ladanifer	FJ225843.1	13-OCT-2008	1309	Portugal: Ourique	secondary	matK	37.651112	-8.2237262	0.000374175644283687
Cistus_ladanifer	FJ225842.1	13-OCT-2008	1309	Portugal: Raposeira	secondary	matK	37.0832857	-8.8895991	0.000374175644283687
Cistus_ladanifer	FJ225841.1	13-OCT-2008	1309	Portugal: Vila do Bispo	secondary	matK	37.0831666	-8.9096544	0.000374175644283687
Cistus_ladanifer	FJ225840.1	13-OCT-2008	1309	Portugal: Aljezur	secondary	matK	37.3151549	-8.8040533	0.000374175644283687
Cistus_ladanifer	FJ225839.1	13-OCT-2008	1309	Spain: Zamora	secondary	matK	41.6857693	-5.942315	0.000374175644283687
Cistus_ladanifer	FJ225838.1	13-OCT-2008	1309	Spain: Sevilla, Sierra Norte	secondary	matK	37.2849111	-5.9294468	0.000374175644283687
Cistus_ladanifer	FJ225837.1	13-OCT-2008	1309	Spain: Salamanca	secondary	matK	40.9651572	-5.6640182	0.000374175644283687
Cistus_ladanifer	FJ225836.1	13-OCT-2008	1309	Spain: Madrid, El Pardo	secondary	matK	40.5205538	-3.7780738	0.000374175644283687
Cistus_ladanifer	FJ225835.1	13-OCT-2008	1309	Spain: Madrid, La Barranca	secondary	matK	40.4096666	-3.9723887	0.000374175644283687
Cistus_ladanifer	FJ225834.1	13-OCT-2008	1309	Spain: Guadalajara, Hiendelaencina	secondary	matK	41.0835841	-3.0036605	0.000374175644283687
Cistus_ladanifer	FJ225833.1	13-OCT-2008	1309	Spain: Cordoba, Posadas	secondary	matK	37.8017289	-5.107031	0.000374175644283687
Cistus_ladanifer	FJ225832.1	13-OCT-2008	1309	Portugal: Aljustrel	secondary	matK	37.8903251	-8.1963521	0.000374175644283687
Cistus_ladanifer	FJ225831.1	13-OCT-2008	1309	Spain: Orense, Laroca	secondary	matK	42.3436415	-7.8674242	0.000374175644283687
Cistus_ladanifer	FJ225830.1	13-OCT-2008	1309	Spain: Toledo, Hinojosa de San Vicente	secondary	matK	40.1049273	-4.7224705	0.000374175644283687
Cistus_ladanifer	FJ225829.1	13-OCT-2008	1309	Spain: Caceres, Granadilla	secondary	matK	40.2680974	-6.1060574	0.000374175644283687
Cistus_ladanifer	FJ225828.1	13-OCT-2008	1309	Spain: Madrid, Manzanares	secondary	matK	40.4005339	-3.7221868	0.000374175644283687
Cistus_ladanifer	FJ225827.1	13-OCT-2008	1309	Spain: Jaen, Bailen	secondary	matK	38.096787	-3.7765601	0.000374175644283687
Cistus_ladanifer	FJ225826.1	13-OCT-2008	1309	France: Saint Chinian	secondary	matK	43.4215	2.94677	0.000374175644283687
Cistus_ladanifer	FJ225825.1	13-OCT-2008	1309	Spain: Madrid, El Atazar	secondary	matK	40.9343489	-3.4710919	0.000374175644283687
Cistus_ladanifer	FJ225824.1	13-OCT-2008	1309	Morocco: Chaouen	secondary	matK	34.894620532686	-5.24327425553228	0.000374175644283687
Cistus_ladanifer	FJ225823.1	13-OCT-2008	1309	Morocco: Chaouen	secondary	matK	34.8366943442476	-4.76711269123902	0.000374175644283687
Cistus_ladanifer	FJ225822.1	13-OCT-2008	1309	Morocco: Chaouen	secondary	matK	35.7170210653743	-5.58282475083489	0.000374175644283687
Cistus_ladanifer	FJ225821.1	13-OCT-2008	1309	Spain: Madrid, Chapineria	secondary	matK	40.4756427	-3.7398444	0.000374175644283687
Cistus_ladanifer	FJ225820.1	13-OCT-2008	1309	Spain: Madrid, La Cabrera	secondary	matK	40.8651738	-3.6125468	0.000374175644283687
Cistus_ladanifer	FJ225819.1	13-OCT-2008	1309	Spain: Madrid, El Escorial	secondary	matK	40.5836411	-4.1281427	0.000374175644283687
