sp_name	accession	date	length	country	coord	marker	Latitude	Longitude	gen_dist
Acer_sempervirens	AM238351.1	20-SEP-2007	753	Greece:Crete	secondary	18S rRNA	34.8868124069994	24.9046035786773	0.0183016095081359
Acer_sempervirens	AM238350.1	20-SEP-2007	754	Greece:Crete	secondary	18S rRNA	35.2944330242491	23.625301474616	0.0172094896669448
Acer_sempervirens	AM238349.1	20-SEP-2007	688	Greece:Crete	secondary	18S rRNA	34.8985595968834	23.9980855282447	0.019637410513856
Acer_sempervirens	AM238348.1	20-SEP-2007	695	Greece:Crete	secondary	18S rRNA	35.8127653459782	25.1655264535904	0.0194615959622394
Acer_sempervirens	AM238347.1	20-SEP-2007	707	Greece:Crete	secondary	18S rRNA	35.5970303772164	24.9854330229345	0.018168497177299
Acer_sempervirens	AM238346.1	20-SEP-2007	739	Greece:Crete	secondary	18S rRNA	34.9984962661486	25.2138600827559	0.0174650021061505
Acer_sempervirens	AM238345.1	20-SEP-2007	746	Greece:Crete	secondary	18S rRNA	34.8177422570262	23.5405158048941	0.0186360908588557
Acer_sempervirens	AM238344.1	20-SEP-2007	743	Greece:Crete	secondary	18S rRNA	35.0210692909838	23.9319534065389	0.0166722253628232
Acer_sempervirens	AM238343.1	20-SEP-2007	738	Greece:Crete	secondary	18S rRNA	35.4903943021957	25.4873428007645	0.0163554150691913
Acer_sempervirens	AM238342.1	20-SEP-2007	739	Greece:Crete	secondary	18S rRNA	35.1078612314695	24.5686964969267	0.0150200448845677
Acer_sempervirens	AM238341.1	20-SEP-2007	739	Greece:Crete	secondary	18S rRNA	35.4854140034792	25.1065096387653	0.0150200448845677
Acer_sempervirens	AM238340.1	20-SEP-2007	739	Greece:Crete	secondary	18S rRNA	35.4179613905525	25.0263041616221	0.0163324646254091
Acer_sempervirens	AM238338.1	20-SEP-2007	739	Greece:Crete	secondary	18S rRNA	34.7971378100345	24.7455848040831	0.0150200448845677
Acer_sempervirens	AM238336.1	20-SEP-2007	687	Greece:Crete	secondary	18S rRNA	35.5761293404394	24.9771052161406	0.0157083106962471
Acer_sempervirens	AM238335.1	20-SEP-2007	722	Greece:Crete	secondary	18S rRNA	35.6277532211058	25.0924973800163	0.0152002251594956
Acer_sempervirens	AM238334.1	20-SEP-2007	681	Greece:Crete	secondary	18S rRNA	36.0812192776926	24.4729323372077	0.0171815734212458
