sp_name	accession	date	length	country	coord	marker	Latitude	Longitude	gen_dist
Cistus_monspeliensis	MK805883.1	16-MAY-2020	614	Spain: Tenerife, Vilaflor	secondary	trnS-trnG	28.4884621396346	-16.4460816529612	0.00564234995666515
Cistus_monspeliensis	MK805882.1	16-MAY-2020	615	Spain: Tenerife, Vilaflor	secondary	trnS-trnG	27.7903985101152	-17.2598248303785	0.00450826426325039
Cistus_monspeliensis	MK805881.1	16-MAY-2020	610	Spain: Tenerife, Vilaflor	secondary	trnS-trnG	27.7434096454086	-16.5664617571305	0.00535162711394012
Cistus_monspeliensis	MK805880.1	16-MAY-2020	607	Spain: Tenerife, Igueste de San Andres - Las Casillas	secondary	trnS-trnG	28.2935785	-16.6214471211441	0.00357744996094648
Cistus_monspeliensis	MK805879.1	16-MAY-2020	611	Spain: Tenerife, Erjos	secondary	trnS-trnG	28.4651439443255	-16.3449315145984	0.00270100234069319
Cistus_monspeliensis	MK805878.1	16-MAY-2020	614	Spain: Tenerife, Erjos	secondary	trnS-trnG	27.9533072147053	-15.8929182098195	0.00261432900763963
Cistus_monspeliensis	MK805877.1	16-MAY-2020	613	Spain: Tenerife, Barranco del Rey	secondary	trnS-trnG	28.2954540233326	-17.0270069779565	0.00451760554892291
Cistus_monspeliensis	MK805876.1	16-MAY-2020	613	Spain: Tenerife, Barranco del Rey	secondary	trnS-trnG	27.6874642474838	-16.1477429172877	0.00417857769665971
Cistus_monspeliensis	MK805875.1	16-MAY-2020	612	Spain: Tenerife, Barranco del Rey	secondary	trnS-trnG	28.5279753818326	-16.5067215640263	0.00411933021366997
Cistus_monspeliensis	MK805874.1	16-MAY-2020	613	Spain: La Palma, Tijarafe - road to El Topo	secondary	trnS-trnG	28.3466771077129	-17.0570516316981	0.0050031293093728
Cistus_monspeliensis	MK805873.1	16-MAY-2020	616	Spain: La Palma, Fuencaliente	secondary	trnS-trnG	29.0148344934303	-18.2485895843114	0.00270139424048551
Cistus_monspeliensis	MK805872.1	16-MAY-2020	616	Spain: La Palma, Fuencaliente	secondary	trnS-trnG	28.2838546546779	-17.7406429919924	0.00270139424048551
Cistus_monspeliensis	MK805871.1	16-MAY-2020	615	Spain: La Palma, Fuencaliente	secondary	trnS-trnG	27.6347931782486	-17.9958678008601	0.00270362584339306
Cistus_monspeliensis	MK805870.1	16-MAY-2020	612	Spain: La Palma, Barranco Garome	secondary	trnS-trnG	28.2697588167608	-17.3140565780251	0.00259695775466801
Cistus_monspeliensis	MK805869.1	16-MAY-2020	613	Spain: La Palma, Barlovento	secondary	trnS-trnG	28.6744184014682	-17.7473588103467	0.0026174155260933
Cistus_monspeliensis	MK805868.1	16-MAY-2020	614	Spain: La Palma, Barlovento	secondary	trnS-trnG	28.5943786827698	-17.8843865299849	0.00261432900763963
Cistus_monspeliensis	MK805867.1	16-MAY-2020	612	Spain: La Palma, Barlovento	secondary	trnS-trnG	28.7892927844919	-18.3612096101739	0.00262170713140099
Cistus_monspeliensis	MK805866.1	16-MAY-2020	613	Spain: La Gomera, Roque Agando - Degollada Peraza	secondary	trnS-trnG	27.3718204269632	-17.5701026623883	0.00410062891676825
Cistus_monspeliensis	MK805865.1	16-MAY-2020	613	Spain: La Gomera, Roque Agando - Degollada Peraza	secondary	trnS-trnG	28.1716569809306	-18.1529625197047	0.00451526197674254
Cistus_monspeliensis	MK805864.1	16-MAY-2020	615	Spain: La Gomera, Roque Agando - Degollada Peraza	secondary	trnS-trnG	27.6291268472631	-17.3853559909285	0.00270164219916567
Cistus_monspeliensis	MK805863.1	16-MAY-2020	662	Spain: La Gomera, Arure (850 m)	secondary	trnS-trnG	27.4805568018831	-17.3356912745482	0.00302854389743506
Cistus_monspeliensis	MK805862.1	16-MAY-2020	613	Spain: La Gomera, Arure (850 m)	secondary	trnS-trnG	28.5091107096726	-18.0163666888084	0.00410062891676825
Cistus_monspeliensis	MK805861.1	16-MAY-2020	613	Spain: La Gomera, Arure (850 m)	secondary	trnS-trnG	27.4274837480123	-17.85396412036	0.00369760951764258
