sp_name	accession	date	length	country	coord	marker	Latitude	Longitude	gen_dist
Urtica_dioica	OK042277.1	06-FEB-2023	356	South Korea	primary	trnL-trnF	37.5	127.07	0.0150280898876405
Urtica_dioica	OK042276.1	06-FEB-2023	356	South Korea	primary	trnL-trnF	37.57	126.87	0.0150280898876405
Urtica_dioica	KR150201.1	05-OCT-2015	654	Iran	secondary	trnL-trnF	32.6475314	54.5643516	0.00878093046645314
Urtica_dioica	KF971244.1	15-MAR-2014	781	Italy	secondary	trnL-trnF	42.701707009044	12.3592055271263	0.00909050509828591
Urtica_dioica	KF971242.1	15-MAR-2014	781	South Africa	secondary	trnL-trnF	-28.8166236	24.991639	0.00909050509828591
Urtica_dioica	KF971226.1	15-MAR-2014	820	China	secondary	trnL-trnF	34.6397622133725	104.996105039699	0.0465979295052745
Urtica_dioica	KF971225.1	15-MAR-2014	815	China	secondary	trnL-trnF	34.4143619822776	104.177150625555	0.0459936287357391
Urtica_dioica	KF971224.1	15-MAR-2014	815	China	secondary	trnL-trnF	35.0934220947502	105.449586307811	0.0459936287357391
Urtica_dioica	KF559063.1	21-DEC-2013	782	Germany	secondary	trnL-trnF	40.9565885059138	-78.236284349028	0.0104319484487231
Urtica_dioica	KF559061.1	21-DEC-2013	782	Switzerland	secondary	trnL-trnF	47.3054068551724	8.78065138633646	0.0115332573096234
Urtica_dioica	KF559059.1	21-DEC-2013	782	Italy	secondary	trnL-trnF	42.4245625410836	13.220438122641	0.0090889099807612
Urtica_dioica	KF559057.1	21-DEC-2013	782	Mexico	secondary	trnL-trnF	19.4326296	-99.1331785	0.010471117718066
Urtica_dioica	KF559042.1	21-DEC-2013	782	Switzerland	secondary	trnL-trnF	46.5099038979341	9.16844607773135	0.0090889099807612
Urtica_dioica	KF559041.1	21-DEC-2013	782	Switzerland	secondary	trnL-trnF	46.7074107833686	6.92966223627161	0.0090889099807612
Urtica_dioica	KF559040.1	21-DEC-2013	782	Germany	secondary	trnL-trnF	39.9540499504178	-78.2795172172043	0.0103432404802144
Urtica_dioica	KF559039.1	21-DEC-2013	782	Germany	secondary	trnL-trnF	41.1226504375478	-79.7911371882105	0.0111746062615099
Urtica_dioica	KF559015.1	21-DEC-2013	782	Norway	secondary	trnL-trnF	64.5731537	11.5280364	0.00972845990527924
Urtica_dioica	KF559012.1	21-DEC-2013	782	Austria	secondary	trnL-trnF	36.9148511	-4.7534501	0.0090889099807612
Urtica_dioica	KF559011.1	21-DEC-2013	784	Germany	secondary	trnL-trnF	40.6095323103852	-79.2623194431492	0.0156054971330202
Urtica_dioica	KF559009.1	21-DEC-2013	782	Czech Republic	secondary	trnL-trnF	49.7439047	15.3381061	0.0090497407114183
Urtica_dioica	KF559008.1	21-DEC-2013	782	Germany	secondary	trnL-trnF	39.9034716025995	-78.4979770627522	0.0090889099807612
