sp_name	accession	date	length	country	coord	marker	Latitude	Longitude	gen_dist
Erophaca_baetica	FN582352.1	16-JUN-2010	688	Spain:Huelva	primary	ITS1	36.8841108052272	-6.87392965493832	0.000553709856035437
Erophaca_baetica	FN582351.1	16-JUN-2010	688	Spain:Huelva	primary	ITS1	36.5077255222878	-5.38750120663242	0.000553709856035437
Erophaca_baetica	FN582350.1	16-JUN-2010	688	Greece:Olympia	primary	ITS1	36.9994606436446	20.6656967028719	0.00558192982498727
Erophaca_baetica	FN582349.1	16-JUN-2010	688	Greece:Olympia	primary	ITS1	38.2418107470853	21.4557114840586	0.00558192982498727
Erophaca_baetica	FN582348.1	16-JUN-2010	688	Morocco:Ait Atab	primary	ITS1	31.8581466407766	-6.18590830762411	0.000553709856035437
Erophaca_baetica	FN582347.1	16-JUN-2010	688	Morocco:Ait Atab	primary	ITS1	32.3421779491623	-6.5585135652945	0.000553709856035437
Erophaca_baetica	FN582346.1	16-JUN-2010	688	Morocco:Targuist	primary	ITS1	35.1633488700664	-3.39723170557309	0.000553709856035437
Erophaca_baetica	FN582345.1	16-JUN-2010	688	Morocco:Targuist	primary	ITS1	33.897117841968	-3.63585295913392	0.000553709856035437
Erophaca_baetica	FN582344.1	16-JUN-2010	688	Spain:Almeria	primary	ITS1	37.3578223702528	-1.29066135950091	0.000553709856035437
Erophaca_baetica	FN582343.1	16-JUN-2010	688	Spain:Almeria	primary	ITS1	36.919789443237	-2.98487579309658	0.000553709856035437
Erophaca_baetica	FN582342.1	16-JUN-2010	688	Spain:Ciudad Real	primary	ITS1	38.2569816136952	-5.23111059149058	0.000553709856035437
Erophaca_baetica	FN582341.1	16-JUN-2010	688	Spain:Ciudad Real	primary	ITS1	37.7695723406926	-4.65671434480362	0.000553709856035437
Erophaca_baetica	FN582340.1	16-JUN-2010	688	Portugal:Algarve	primary	ITS1	37.5298969130368	-7.1321748705786	0.000553709856035437
Erophaca_baetica	FN582339.1	16-JUN-2010	688	Portugal:Algarve	primary	ITS1	36.4024537501948	-7.28616267355667	0.000553709856035437
Erophaca_baetica	FN582338.1	16-JUN-2010	688	Spain:Salamanca	primary	ITS1	40.4280514685245	-6.11543842371208	0.000553709856035437
Erophaca_baetica	FN582337.1	16-JUN-2010	688	Spain:Salamanca	primary	ITS1	40.7740863604581	-5.20737995098778	0.000553709856035437
Erophaca_baetica	FN582336.1	16-JUN-2010	688	Spain:Cadiz	primary	ITS1	35.6675954907038	-6.35027333468501	0.000553709856035437
Erophaca_baetica	FN582335.1	16-JUN-2010	688	Spain:Cadiz	primary	ITS1	35.5243319136323	-6.04043552971232	0.000553709856035437
Erophaca_baetica	FN582334.1	16-JUN-2010	688	Spain:Seville	primary	ITS1	37.5704113349979	-6.06636811185672	0.000553709856035437
Erophaca_baetica	FN582333.1	16-JUN-2010	688	Spain:Seville	primary	ITS1	37.5291109885924	-5.12856945731358	0.000553709856035437
Erophaca_baetica	HE687350.1	04-MAY-2012	680	Morocco:Marrakech	secondary	ITS1	31.6258257	-7.9891608	0.000594309486665181
Erophaca_baetica	HE602404.1	14-OCT-2011	672	Morocco	secondary	ITS1	28.3347722	-10.3713379	0.000602772754671489
