sp_name	accession	date	length	country	coord	marker	Latitude	Longitude	gen_dist
Erodium_cicutarium	OQ390513.1	24-MAY-2023	775	Peru	secondary	matK	-6.19439063131339	-75.3421844060853	0.0164174121190759
Erodium_cicutarium	OQ390512.1	24-MAY-2023	721	Peru	secondary	matK	-7.08735089827965	-75.0250204792875	0.0209148909597161
Erodium_cicutarium	OQ390511.1	24-MAY-2023	724	Peru	secondary	matK	-6.66693176976788	-75.5556130365554	0.024589105782928
Erodium_cicutarium	OQ390510.1	24-MAY-2023	519	Peru	secondary	matK	-6.96979395726165	-74.585495439117	0.10856995761918
Erodium_cicutarium	OQ390509.1	24-MAY-2023	787	Peru	secondary	matK	-7.29008574835081	-75.422434064318	0.0165896828151626
Erodium_cicutarium	OQ390508.1	24-MAY-2023	660	Peru	secondary	matK	-6.80860888364487	-75.6801926750188	0.0167273541702765
Erodium_cicutarium	OQ390507.1	24-MAY-2023	750	Peru	secondary	matK	-7.21846069466006	-75.1108792970447	0.0173977022891794
Erodium_cicutarium	OQ390506.1	24-MAY-2023	734	Peru	secondary	matK	-7.13522213089471	-75.0536217655264	0.0163663913677481
Erodium_cicutarium	HM850903.1	23-JUL-2011	813	Portugal	secondary	matK	39.6621648	-8.1353519	0.0239386219176437
Erodium_cicutarium	JN894989.1	07-MAR-2012	759	United Kingdom: Cardiganshire	secondary	matK	52.2945764	-3.952781	0.0237125657124354
